14,2,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,9,9
15,1,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,5,5
16,4,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,8,10
17,4,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,5,1
18,2,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam,10,19
19,1,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,8,29
20,3,tortor risus dapibus augue vel accumsan tellus nisi eu orci,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,6,30
21,3,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,nec sem duis aliquam convallis nunc proin at turpis a pede,1,3
22,3,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,7,15
23,4,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,1,17
24,4,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,5,12
25,2,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,5,7
26,1,etiam faucibus cursus urna ut tellus nulla ut erat id mauris,mauris morbi non lectus aliquam sit amet diam in magna bibendum,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,2,8
27,3,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,sapien sapien non mi integer ac neque duis bibendum morbi non quam,2,20
28,4,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,4,17
29,3,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,4,11
30,2,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,8,13
31,3,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,7,11
32,3,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,diam erat fermentum justo nec condimentum neque sapien placerat ante,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,8,26
33,3,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,6,27
34,3,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,6,6
35,1,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,4,4
36,1,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,3,13
37,3,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,7,6
38,2,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,proin at turpis a pede posuere nonummy integer non velit donec diam neque,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,8,11
39,2,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,posuere metus vitae ipsum aliquam non mauris morbi non lectus,6,9
40,1,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,elit ac nulla sed vel enim sit amet nunc viverra dapibus,4,12
41,1,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,4,15
42,2,gravida sem praesent id massa id nisl venenatis lacinia aenean sit,erat tortor sollicitudin mi sit amet lobortis sapien sapien non,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,9,30
43,2,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,2,28
44,2,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,in est risus auctor sed tristique in tempus sit amet,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,10,4
45,1,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,3,20
46,1,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,1,18
47,1,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,5,8
48,4,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,congue eget semper rutrum nulla nunc purus phasellus in felis donec,1,21
49,4,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,molestie lorem quisque ut erat curabitur gravida nisi at nibh in,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,2,7
50,2,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2,17
51,1,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,3,15
52,1,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,4,7
53,3,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,10,10
54,4,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,8,1
55,4,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,5,22
56,2,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,suscipit ligula in lacus curabitur at ipsum ac tellus semper,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,1,13
57,1,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,10,21
58,4,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,10,24
59,3,sapien urna pretium nisl ut volutpat sapien arcu sed augue,pellentesque volutpat dui maecenas tristique est et tempus semper est,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,2,7
60,3,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,erat id mauris vulputate elementum nullam varius nulla facilisi cras non,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,9,11
61,3,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,4,4
62,3,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,5,18
63,2,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,neque sapien placerat ante nulla justo aliquam quis turpis eget,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,9,5
64,4,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,1,29
65,3,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,7,9
